artists,id,name,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,analysis_url,duration_ms,time_signature
Tereza Kerndlová,1RLmD2HP8XSyTEqwGbfFjx,Have Some Fun,16,spotify:track:1RLmD2HP8XSyTEqwGbfFjx,0.744,0.82,6,-10.641,0,0.0511,0.277,0.0,0.359,0.868,119.994,audio_features,https://api.spotify.com/v1/audio-analysis/1RLmD2HP8XSyTEqwGbfFjx,224293,4
Kabát,0nVCQoIiDjnZWXHMRCD2Ko,Mala dama,52,spotify:track:0nVCQoIiDjnZWXHMRCD2Ko,0.616,0.967,4,-2.364,0,0.0393,0.0945,0.0,0.169,0.702,136.015,audio_features,https://api.spotify.com/v1/audio-analysis/0nVCQoIiDjnZWXHMRCD2Ko,204507,4
BEN & TAN,1nAvS4GbkxR7iISU5ZfLPf,YES,60,spotify:track:1nAvS4GbkxR7iISU5ZfLPf,0.563,0.583,7,-7.302,1,0.031,0.00658,0.0,0.102,0.525,91.899,audio_features,https://api.spotify.com/v1/audio-analysis/1nAvS4GbkxR7iISU5ZfLPf,180489,4
Leonora,43k9g3vEP8z0qgkoyHjWV3,Love Is Forever,43,spotify:track:43k9g3vEP8z0qgkoyHjWV3,0.733,0.42,1,-4.604,1,0.0323,0.576,0.0,0.0682,0.794,136.03,audio_features,https://api.spotify.com/v1/audio-analysis/43k9g3vEP8z0qgkoyHjWV3,181013,4
Rasmussen,6SCl3S0IAbPX7cLE6LjEOt,Higher Ground,50,spotify:track:6SCl3S0IAbPX7cLE6LjEOt,0.47,0.849,11,-5.168,0,0.0448,0.0246,0.0,0.129,0.42,82.012,audio_features,https://api.spotify.com/v1/audio-analysis/6SCl3S0IAbPX7cLE6LjEOt,183184,3
Anja Nissen,7kb2fTKlBt0EdLrlayGdVS,Where I Am,0,spotify:track:7kb2fTKlBt0EdLrlayGdVS,0.405,0.77,10,-4.843,0,0.121,0.0346,3.44e-06,0.396,0.629,182.072,audio_features,https://api.spotify.com/v1/audio-analysis/7kb2fTKlBt0EdLrlayGdVS,179751,4
Lighthouse X,6GqgqnOOzjUJrmdOoa7UwF,Soldiers Of Love,0,spotify:track:6GqgqnOOzjUJrmdOoa7UwF,0.651,0.705,8,-6.582,1,0.0452,0.0231,0.0,0.0599,0.393,127.074,audio_features,https://api.spotify.com/v1/audio-analysis/6GqgqnOOzjUJrmdOoa7UwF,179747,4
Anti Social Media,37htkyyp1sgcjG0kgd8vJn,The Way You Are,0,spotify:track:37htkyyp1sgcjG0kgd8vJn,0.537,0.732,0,-4.047,1,0.0297,0.022,0.0,0.155,0.688,125.012,audio_features,https://api.spotify.com/v1/audio-analysis/37htkyyp1sgcjG0kgd8vJn,185617,4
Basim,3HTQzNjeKAIxtF6tntuV2s,Cliche Love Song,0,spotify:track:3HTQzNjeKAIxtF6tntuV2s,0.774,0.867,8,-3.41,1,0.0608,0.0668,0.0,0.0577,0.729,111.99,audio_features,https://api.spotify.com/v1/audio-analysis/3HTQzNjeKAIxtF6tntuV2s,181675,4
Emmelie de Forest,3yRwgprKX3If2zcuGfKFBu,Only Teardrops,59,spotify:track:3yRwgprKX3If2zcuGfKFBu,0.561,0.844,0,-4.58,1,0.063,0.0945,0.0,0.22,0.446,110.968,audio_features,https://api.spotify.com/v1/audio-analysis/3yRwgprKX3If2zcuGfKFBu,183240,4
Soluna Samay,59J1ifLhaY9T8w4Wwcgtty,Should've known better,0,spotify:track:59J1ifLhaY9T8w4Wwcgtty,0.595,0.605,8,-4.953,1,0.0346,0.109,0.0,0.0791,0.29,94.965,audio_features,https://api.spotify.com/v1/audio-analysis/59J1ifLhaY9T8w4Wwcgtty,183362,4
A Friend In London,0roS9EnPrJlnpdyBtcie8R,New Tomorrow,36,spotify:track:0roS9EnPrJlnpdyBtcie8R,0.496,0.668,7,-6.276,1,0.0293,0.157,0.0,0.102,0.408,146.929,audio_features,https://api.spotify.com/v1/audio-analysis/0roS9EnPrJlnpdyBtcie8R,181774,4
Chanée & n'evergreen,0MWW8RAML03zc4gjZqcxmL,In A Moment Like This,39,spotify:track:0MWW8RAML03zc4gjZqcxmL,0.659,0.767,6,-5.306,1,0.0279,0.277,0.0,0.0985,0.393,95.036,audio_features,https://api.spotify.com/v1/audio-analysis/0MWW8RAML03zc4gjZqcxmL,183373,4
Brinck,6oc2gqNSkOJF7vX3hgEgsZ,Believe Again,36,spotify:track:6oc2gqNSkOJF7vX3hgEgsZ,0.488,0.911,7,-3.428,1,0.0473,0.0066,0.0,0.135,0.378,119.992,audio_features,https://api.spotify.com/v1/audio-analysis/6oc2gqNSkOJF7vX3hgEgsZ,229747,4
Simon Mathew,6BnZRwoeNRD345NaZjrg0X,All Night Long,27,spotify:track:6BnZRwoeNRD345NaZjrg0X,0.683,0.711,9,-4.955,1,0.035,0.00542,0.0,0.301,0.854,122.972,audio_features,https://api.spotify.com/v1/audio-analysis/6BnZRwoeNRD345NaZjrg0X,173320,4
DQ,3KSTHtEyClTH0IWUS3A59P,Drama Queen,31,spotify:track:3KSTHtEyClTH0IWUS3A59P,0.558,0.885,1,-5.313,0,0.0506,0.0171,0.0,0.291,0.364,138.025,audio_features,https://api.spotify.com/v1/audio-analysis/3KSTHtEyClTH0IWUS3A59P,183560,4
Jakob Sveistrup,2sIXp1mUr396HuZ6f140k9,Tænder På Dig,5,spotify:track:2sIXp1mUr396HuZ6f140k9,0.459,0.37,4,-6.258,1,0.0555,0.556,0.0,0.204,0.298,83.617,audio_features,https://api.spotify.com/v1/audio-analysis/2sIXp1mUr396HuZ6f140k9,451267,4
Rollo & King,7mx6IZujrnfHLBmqcIOxIe,Never Ever Let You Go,32,spotify:track:7mx6IZujrnfHLBmqcIOxIe,0.727,0.859,10,-6.678,1,0.0508,0.0526,0.0,0.0714,0.554,108.04,audio_features,https://api.spotify.com/v1/audio-analysis/7mx6IZujrnfHLBmqcIOxIe,181333,4
Brødrene Olsen,4v2RaPHSsTvNkggw3RqyeT,Fly on the Wings of Love,51,spotify:track:4v2RaPHSsTvNkggw3RqyeT,0.745,0.839,2,-5.405,1,0.0532,0.271,1.89e-05,0.0985,0.807,104.023,audio_features,https://api.spotify.com/v1/audio-analysis/4v2RaPHSsTvNkggw3RqyeT,185067,4
Michael Teschl,5okwE1qTZrn8pgHrJAAYEO,Denne Gang,25,spotify:track:5okwE1qTZrn8pgHrJAAYEO,0.592,0.403,1,-10.228,0,0.0408,0.355,0.0,0.09,0.605,199.893,audio_features,https://api.spotify.com/v1/audio-analysis/5okwE1qTZrn8pgHrJAAYEO,183533,4
Kolig Kaj,324qUNJiRbaVHSOsPIrkGW,Stemmen i mit liv,23,spotify:track:324qUNJiRbaVHSOsPIrkGW,0.876,0.529,11,-11.739,0,0.165,0.059,0.0,0.0595,0.682,94.043,audio_features,https://api.spotify.com/v1/audio-analysis/324qUNJiRbaVHSOsPIrkGW,181440,4
Aud Wilken,5rKyFlInoWgUuhMENu2PiE,Fra Mols Til Skagen,20,spotify:track:5rKyFlInoWgUuhMENu2PiE,0.691,0.36,5,-6.795,1,0.0417,0.294,1.35e-06,0.201,0.968,202.012,audio_features,https://api.spotify.com/v1/audio-analysis/5rKyFlInoWgUuhMENu2PiE,178440,4
Tommy Seebach Band,5DTitcOmcxuO22bZhhimu1,Under stjernerne på himlen,0,spotify:track:5DTitcOmcxuO22bZhhimu1,0.526,0.909,5,-4.263,1,0.0313,0.0633,0.0,0.326,0.785,89.973,audio_features,https://api.spotify.com/v1/audio-analysis/5DTitcOmcxuO22bZhhimu1,164347,4
Anders Frandsen,03fKnIb01IC1rrU0PnPbDL,Lige der hvor hjertet slår,31,spotify:track:03fKnIb01IC1rrU0PnPbDL,0.568,0.468,3,-8.427,1,0.0255,0.198,0.0,0.101,0.306,108.987,audio_features,https://api.spotify.com/v1/audio-analysis/03fKnIb01IC1rrU0PnPbDL,227200,4
Birthe Kjær,4y17RRSyxfxfL1rYoGUFxO,Vi Maler Byen Rød,0,spotify:track:4y17RRSyxfxfL1rYoGUFxO,0.594,0.871,5,-3.507,1,0.0403,0.486,0.0,0.343,0.761,92.402,audio_features,https://api.spotify.com/v1/audio-analysis/4y17RRSyxfxfL1rYoGUFxO,176333,4
Kirsten Og Søren,1e1Oqi6AciRWGuMU8vlvd1,Ka' du se hva' jeg sa'e,21,spotify:track:1e1Oqi6AciRWGuMU8vlvd1,0.53,0.676,9,-12.875,1,0.0419,0.433,0.0,0.341,0.757,151.219,audio_features,https://api.spotify.com/v1/audio-analysis/1e1Oqi6AciRWGuMU8vlvd1,185067,4
Trax,4NmUPWsdBkNCKRf82VvLfi,Du Er Fuld Af Løgn,28,spotify:track:4NmUPWsdBkNCKRf82VvLfi,0.653,0.668,4,-8.749,1,0.0574,0.32,0.0,0.0608,0.966,189.715,audio_features,https://api.spotify.com/v1/audio-analysis/4NmUPWsdBkNCKRf82VvLfi,168400,4
Kirsten Og Søren,7hatNMrDdTFpEa9zQp4kAm,Sku' du spørg' fra no'en,30,spotify:track:7hatNMrDdTFpEa9zQp4kAm,0.556,0.601,0,-12.959,1,0.0807,0.309,2.98e-06,0.368,0.732,144.101,audio_features,https://api.spotify.com/v1/audio-analysis/7hatNMrDdTFpEa9zQp4kAm,169573,4
Kirsten Og Søren,4MXN8iSMgrhGte4dR7Rjf2,Det' lige det - 2005 - Remaster,13,spotify:track:4MXN8iSMgrhGte4dR7Rjf2,0.518,0.513,9,-14.215,1,0.0427,0.00159,0.0751,0.274,0.476,142.999,audio_features,https://api.spotify.com/v1/audio-analysis/4MXN8iSMgrhGte4dR7Rjf2,181000,4
Gry Johansen,1F7ROopxNvBTm296T7JZiM,Kloden Drejer,31,spotify:track:1F7ROopxNvBTm296T7JZiM,0.663,0.755,2,-3.617,1,0.0391,0.74,0.0,0.0405,0.962,120.093,audio_features,https://api.spotify.com/v1/audio-analysis/1F7ROopxNvBTm296T7JZiM,147747,4
Brixx,3DVLhTPAXbi5n2Cw0QuHfp,Video video,40,spotify:track:3DVLhTPAXbi5n2Cw0QuHfp,0.673,0.49,0,-13.196,1,0.0403,0.0655,0.0,0.09,0.887,86.736,audio_features,https://api.spotify.com/v1/audio-analysis/3DVLhTPAXbi5n2Cw0QuHfp,155867,4
Tommy Seebach,2zsdTk5i6rJDzRkRt1DPsI,Krøller Eller Ej (feat. Debbie Cameron),0,spotify:track:2zsdTk5i6rJDzRkRt1DPsI,0.435,0.711,2,-14.974,1,0.0739,0.0793,0.0,0.321,0.795,117.406,audio_features,https://api.spotify.com/v1/audio-analysis/2zsdTk5i6rJDzRkRt1DPsI,172267,4
Bamse,62DSbjMe33KVAKznlqhRvU,Tænker Altid På Dig - Vinder Af Dansk Melodi Grand Prix 1980,0,spotify:track:62DSbjMe33KVAKznlqhRvU,0.37,0.561,5,-7.167,1,0.0264,0.709,0.0,0.387,0.574,91.965,audio_features,https://api.spotify.com/v1/audio-analysis/62DSbjMe33KVAKznlqhRvU,184893,4
Tommy Seebach,1WdvWXxd1jLyu8Qp1BKbhk,Disco Tango,0,spotify:track:1WdvWXxd1jLyu8Qp1BKbhk,0.681,0.698,7,-12.697,0,0.0851,0.0595,1.13e-06,0.311,0.741,133.066,audio_features,https://api.spotify.com/v1/audio-analysis/1WdvWXxd1jLyu8Qp1BKbhk,170173,4
Mabel,5AlWrUcJpzbp7cw35uMz9u,Boom Boom,39,spotify:track:5AlWrUcJpzbp7cw35uMz9u,0.378,0.816,7,-4.681,1,0.035,0.0554,0.0,0.186,0.916,112.931,audio_features,https://api.spotify.com/v1/audio-analysis/5AlWrUcJpzbp7cw35uMz9u,178173,4
Grethe og Jørgen Ingmann,1ZAjUEvGRvQ4rpvICbIyHJ,Dansevise,0,spotify:track:1ZAjUEvGRvQ4rpvICbIyHJ,0.307,0.422,9,-8.297,0,0.0339,0.728,0.0,0.125,0.493,198.972,audio_features,https://api.spotify.com/v1/audio-analysis/1ZAjUEvGRvQ4rpvICbIyHJ,175320,3
Ulla Pia,0OWfugNPepG1ESY1yJZcxi,Stop mens legen er god - 2006 Digital Remaster,0,spotify:track:0OWfugNPepG1ESY1yJZcxi,0.387,0.315,10,-14.731,1,0.0357,0.709,0.0,0.332,0.684,151.567,audio_features,https://api.spotify.com/v1/audio-analysis/0OWfugNPepG1ESY1yJZcxi,141960,4
Bjørn Tidmand,2qrYkjTj7enhgNFF2b0Wur,Sangen Om dig,8,spotify:track:2qrYkjTj7enhgNFF2b0Wur,0.19,0.443,1,-4.681,0,0.0326,0.59,0.0,0.369,0.374,184.426,audio_features,https://api.spotify.com/v1/audio-analysis/2qrYkjTj7enhgNFF2b0Wur,197827,3
Ellen Winther,2k5OAYsdVSjLmgHQxxfR5U,Vuggevise,13,spotify:track:2k5OAYsdVSjLmgHQxxfR5U,0.279,0.631,8,-8.299,1,0.0731,0.713,0.0,0.959,0.443,130.272,audio_features,https://api.spotify.com/v1/audio-analysis/2k5OAYsdVSjLmgHQxxfR5U,221337,3
Dario Campeotto,7ETXytirTgnMJzyxl4e7UI,Angelique,23,spotify:track:7ETXytirTgnMJzyxl4e7UI,0.373,0.42,9,-6.021,1,0.0299,0.9,7.7e-06,0.289,0.535,110.32,audio_features,https://api.spotify.com/v1/audio-analysis/7ETXytirTgnMJzyxl4e7UI,239120,3
Katy Bødtger,5d9pbMLhZQmXYFyMC1NO9j,Det var en yndig tid,8,spotify:track:5d9pbMLhZQmXYFyMC1NO9j,0.377,0.352,5,-9.488,0,0.0356,0.985,0.00499,0.292,0.399,103.345,audio_features,https://api.spotify.com/v1/audio-analysis/5d9pbMLhZQmXYFyMC1NO9j,215435,4
Birthe Wilke,4GYLSWBGWKqbGjmpHHIy4R,"Uh, jeg ville ønske, jeg var dig",3,spotify:track:4GYLSWBGWKqbGjmpHHIy4R,0.679,0.367,5,-13.974,1,0.294,0.852,0.0,0.573,0.643,125.981,audio_features,https://api.spotify.com/v1/audio-analysis/4GYLSWBGWKqbGjmpHHIy4R,158027,4
Raquel Rastenni,4VyjhCkR2HmfVtGt1l7pR2,Jeg rev et blad ud af min dagbog - 2005 Digital Remaster,4,spotify:track:4VyjhCkR2HmfVtGt1l7pR2,0.319,0.274,9,-9.287,0,0.0328,0.951,0.0,0.238,0.322,121.728,audio_features,https://api.spotify.com/v1/audio-analysis/4VyjhCkR2HmfVtGt1l7pR2,201647,4
Gustav Winckler,1Sll2uSqvRxvKbhOTSVs4O,Skibet Skal Sejle I Nat,0,spotify:track:1Sll2uSqvRxvKbhOTSVs4O,0.363,0.255,3,-11.923,1,0.0329,0.932,0.0,0.212,0.446,91.038,audio_features,https://api.spotify.com/v1/audio-analysis/1Sll2uSqvRxvKbhOTSVs4O,224000,4
Uku Suviste,4UXWZHAS7DhRqLVxraGH1w,What Love Is,38,spotify:track:4UXWZHAS7DhRqLVxraGH1w,0.523,0.574,9,-7.575,0,0.0386,0.142,0.0,0.135,0.312,82.954,audio_features,https://api.spotify.com/v1/audio-analysis/4UXWZHAS7DhRqLVxraGH1w,180283,4
Victor Crone,5oFGpjPtk5R32LITfkkMLx,Storm,49,spotify:track:5oFGpjPtk5R32LITfkkMLx,0.616,0.588,2,-4.985,1,0.0324,0.0481,0.0,0.0772,0.287,127.945,audio_features,https://api.spotify.com/v1/audio-analysis/5oFGpjPtk5R32LITfkkMLx,185625,4
Elina Nechayeva,32GxSibwrYAGW4ZZ45CGHA,La Forza,42,spotify:track:32GxSibwrYAGW4ZZ45CGHA,0.232,0.597,2,-8.256,0,0.0413,0.495,1.58e-06,0.269,0.262,93.903,audio_features,https://api.spotify.com/v1/audio-analysis/32GxSibwrYAGW4ZZ45CGHA,184884,4
KOIT TOOME,3lvJDYMFUTbY8YzJhMMIDp,Verona (Eurovision 2017 - Estonia),0,spotify:track:3lvJDYMFUTbY8YzJhMMIDp,0.617,0.726,2,-5.953,0,0.0267,0.00515,4.49e-06,0.163,0.314,110.958,audio_features,https://api.spotify.com/v1/audio-analysis/3lvJDYMFUTbY8YzJhMMIDp,182549,4
Jüri Pootsmann,3tX3JXpYEJp8xKXxaNRN0a,Play - Eurovision 2016 - Estonia,33,spotify:track:3tX3JXpYEJp8xKXxaNRN0a,0.497,0.627,9,-6.608,0,0.0876,0.555,0.0,0.29,0.308,179.778,audio_features,https://api.spotify.com/v1/audio-analysis/3tX3JXpYEJp8xKXxaNRN0a,179713,4
Elina Born & Stig Rästa,0RSkLhxAc601EgeKkyXNVB,Goodbye To Yesterday,0,spotify:track:0RSkLhxAc601EgeKkyXNVB,0.626,0.835,7,-5.059,0,0.0451,0.377,1.19e-06,0.39,0.699,138.031,audio_features,https://api.spotify.com/v1/audio-analysis/0RSkLhxAc601EgeKkyXNVB,179130,4
Tanja,35NPBBuQ1cMDxEChBRuB9D,Amazing,0,spotify:track:35NPBBuQ1cMDxEChBRuB9D,0.534,0.873,5,-5.684,0,0.0827,0.118,0.0,0.447,0.378,128.026,audio_features,https://api.spotify.com/v1/audio-analysis/35NPBBuQ1cMDxEChBRuB9D,180037,4
Birgit,1AyIVywds9OFxkhRXdPQ7j,Et Uus Saaks Alguse (Estonian Eurovision Entry 2013),17,spotify:track:1AyIVywds9OFxkhRXdPQ7j,0.488,0.557,5,-6.763,1,0.0283,0.343,0.0,0.205,0.331,77.919,audio_features,https://api.spotify.com/v1/audio-analysis/1AyIVywds9OFxkhRXdPQ7j,180185,4
Ott Lepland,6JbhQMm9I8Xskh8ke6mxen,Kuula (Eurovision Version),30,spotify:track:6JbhQMm9I8Xskh8ke6mxen,0.372,0.309,5,-8.167,1,0.034,0.448,0.0,0.0883,0.138,128.686,audio_features,https://api.spotify.com/v1/audio-analysis/6JbhQMm9I8Xskh8ke6mxen,176051,4
Getter Jaani,4rvFyA7h88s8DehCOjqW9K,Rockefeller Street,47,spotify:track:4rvFyA7h88s8DehCOjqW9K,0.805,0.89,3,-3.653,0,0.0539,0.118,0.0,0.1,0.749,130.014,audio_features,https://api.spotify.com/v1/audio-analysis/4rvFyA7h88s8DehCOjqW9K,192993,4
Urban Symphony,6IiZBBFqyyK3CLo9BqmmAH,Rändajad,39,spotify:track:6IiZBBFqyyK3CLo9BqmmAH,0.687,0.716,5,-5.997,0,0.0447,0.0318,0.0,0.329,0.642,123.905,audio_features,https://api.spotify.com/v1/audio-analysis/6IiZBBFqyyK3CLo9BqmmAH,179995,4
Gerli Padar,7bui0UE8F0mhbrWMroX2XB,Bonnie ja Clyde,0,spotify:track:7bui0UE8F0mhbrWMroX2XB,0.678,0.701,4,-6.804,0,0.0381,0.00909,6.34e-05,0.121,0.801,114.99,audio_features,https://api.spotify.com/v1/audio-analysis/7bui0UE8F0mhbrWMroX2XB,178667,4
Sandra Oxenryd,2VLFP88L1HB99zAS3PH9aT,Through My Window,19,spotify:track:2VLFP88L1HB99zAS3PH9aT,0.607,0.926,3,-2.835,1,0.0279,0.0105,5.91e-06,0.433,0.74,141.954,audio_features,https://api.spotify.com/v1/audio-analysis/2VLFP88L1HB99zAS3PH9aT,182320,4
Suntribe,3JHiig0n7BYHfgetGexOKm,Lets Get Loud,16,spotify:track:3JHiig0n7BYHfgetGexOKm,0.684,0.961,10,-3.878,0,0.0559,0.0132,0.000194,0.433,0.875,116.038,audio_features,https://api.spotify.com/v1/audio-analysis/3JHiig0n7BYHfgetGexOKm,180280,4
Anna Sahlene,7tyOdJY10j0Jmw9uUbG5L2,Runaway,0,spotify:track:7tyOdJY10j0Jmw9uUbG5L2,0.695,0.878,6,-4.378,1,0.0307,0.0552,1.53e-05,0.329,0.97,128.013,audio_features,https://api.spotify.com/v1/audio-analysis/7tyOdJY10j0Jmw9uUbG5L2,172667,4
Maarja,2XsjvoFqf35Is32vvsKuJg,Keelatud Maa,25,spotify:track:2XsjvoFqf35Is32vvsKuJg,0.647,0.562,0,-7.64,1,0.0256,0.679,0.0,0.135,0.39,95.947,audio_features,https://api.spotify.com/v1/audio-analysis/2XsjvoFqf35Is32vvsKuJg,196227,4
Blind Channel,1Z1BSrmGhjw4FVEtySGI54,Dark Side,79,spotify:track:1Z1BSrmGhjw4FVEtySGI54,0.571,0.955,7,-3.795,1,0.105,0.00254,1.55e-06,0.274,0.437,98.01,audio_features,https://api.spotify.com/v1/audio-analysis/1Z1BSrmGhjw4FVEtySGI54,177790,4
Aksel,5TvXXlRPYayUev7gSUD5az,Looking Back,41,spotify:track:5TvXXlRPYayUev7gSUD5az,0.595,0.577,1,-6.963,1,0.0333,0.442,0.0,0.082,0.194,125.021,audio_features,https://api.spotify.com/v1/audio-analysis/5TvXXlRPYayUev7gSUD5az,171035,4
Darude,6Bo74efyPjwcWhXi7MGY6A,Look Away,38,spotify:track:6Bo74efyPjwcWhXi7MGY6A,0.495,0.887,11,-4.327,0,0.0518,0.00656,0.0,0.146,0.481,126.007,audio_features,https://api.spotify.com/v1/audio-analysis/6Bo74efyPjwcWhXi7MGY6A,179614,4
Saara Aalto,0JGbU6NlewrskD138Wq04b,Monsters,45,spotify:track:0JGbU6NlewrskD138Wq04b,0.581,0.731,0,-4.482,0,0.0387,0.0103,0.0,0.0602,0.272,121.931,audio_features,https://api.spotify.com/v1/audio-analysis/0JGbU6NlewrskD138Wq04b,180587,4
Norma John,5smOjD2P4QicFbYMIzwuuU,Blackbird,0,spotify:track:5smOjD2P4QicFbYMIzwuuU,0.264,0.338,2,-10.667,1,0.0319,0.84,0.0454,0.14,0.115,150.344,audio_features,https://api.spotify.com/v1/audio-analysis/5smOjD2P4QicFbYMIzwuuU,187597,1
Sandhja,1oXBMCKtUPI4c2eRHziEMy,Sing It Away,29,spotify:track:1oXBMCKtUPI4c2eRHziEMy,0.652,0.898,7,-4.554,0,0.0773,0.00473,0.0269,0.152,0.576,126.027,audio_features,https://api.spotify.com/v1/audio-analysis/1oXBMCKtUPI4c2eRHziEMy,180806,4
Pertti Kurikan Nimipäivät,6GGTPYGutuiccn4G8Err6e,Aina mun pitää,24,spotify:track:6GGTPYGutuiccn4G8Err6e,0.394,0.847,0,-6.208,1,0.0505,0.00116,0.0,0.364,0.801,97.019,audio_features,https://api.spotify.com/v1/audio-analysis/6GGTPYGutuiccn4G8Err6e,84813,4
Softengine,0i99ZWeMYZalyfqFvoj3ob,Something Better,40,spotify:track:0i99ZWeMYZalyfqFvoj3ob,0.556,0.88,0,-6.456,1,0.0559,0.00049,0.0,0.247,0.366,146.051,audio_features,https://api.spotify.com/v1/audio-analysis/0i99ZWeMYZalyfqFvoj3ob,180413,4
Krista Siegfrids,0lI9LRra3k2RAYrNO0Htcc,Marry Me,37,spotify:track:0lI9LRra3k2RAYrNO0Htcc,0.795,0.737,6,-8.236,0,0.137,0.00484,2.98e-06,0.0702,0.843,145.011,audio_features,https://api.spotify.com/v1/audio-analysis/0lI9LRra3k2RAYrNO0Htcc,189640,4
Paradise Oskar,3cxGXhJjZ1tzLUfuGEU8h3,Da Da Dam,29,spotify:track:3cxGXhJjZ1tzLUfuGEU8h3,0.491,0.509,2,-8.374,1,0.0295,0.173,5e-06,0.301,0.183,72.964,audio_features,https://api.spotify.com/v1/audio-analysis/3cxGXhJjZ1tzLUfuGEU8h3,182200,4
Kuunkuiskaajat,7FF8ssP17d7A6HxqCIY6o0,Työlki ellää (remix),0,spotify:track:7FF8ssP17d7A6HxqCIY6o0,0.46,0.838,9,-5.328,0,0.0845,0.687,0.0,0.0913,0.553,115.319,audio_features,https://api.spotify.com/v1/audio-analysis/7FF8ssP17d7A6HxqCIY6o0,186507,4
Waldo's People,7ffiVWrY1ZLIQ733du5aud,Lose Control - Radio Edit,33,spotify:track:7ffiVWrY1ZLIQ733du5aud,0.593,0.969,7,-4.641,1,0.0693,0.01,0.0178,0.203,0.827,137.97,audio_features,https://api.spotify.com/v1/audio-analysis/7ffiVWrY1ZLIQ733du5aud,178000,4
Teräsbetoni,7pkP8zg0Jl0ZdLmuKHaVha,Missä miehet ratsastaa - Euroviisuversio,18,spotify:track:7pkP8zg0Jl0ZdLmuKHaVha,0.611,0.964,11,-2.403,0,0.0517,0.00163,0.0011,0.222,0.571,140.065,audio_features,https://api.spotify.com/v1/audio-analysis/7pkP8zg0Jl0ZdLmuKHaVha,179106,4
Hanna Pakarinen,7wBrE6nWwhwtR7h4lvhCoj,Leave Me Alone - Eurovision Edit,26,spotify:track:7wBrE6nWwhwtR7h4lvhCoj,0.21,0.83,9,-6.412,1,0.0646,0.000612,2.91e-05,0.411,0.414,70.791,audio_features,https://api.spotify.com/v1/audio-analysis/7wBrE6nWwhwtR7h4lvhCoj,180976,4
Lordi,7sZTvm0Sx8umbyQViTE2Qc,Hard Rock Hallelujah,60,spotify:track:7sZTvm0Sx8umbyQViTE2Qc,0.557,0.947,3,-3.733,1,0.0528,0.000236,0.0503,0.134,0.56,123.026,audio_features,https://api.spotify.com/v1/audio-analysis/7sZTvm0Sx8umbyQViTE2Qc,247200,4
Geir Rönning,5lwx2pOeIjms1DDXJekcTZ,Why,0,spotify:track:5lwx2pOeIjms1DDXJekcTZ,0.583,0.603,8,-6.037,0,0.0583,0.104,0.0,0.22,0.366,75.008,audio_features,https://api.spotify.com/v1/audio-analysis/5lwx2pOeIjms1DDXJekcTZ,182613,4
Jari Sillanpää,5zxDXyjuvm6EHOvypeZFEP,Takes 2 To Tango,20,spotify:track:5zxDXyjuvm6EHOvypeZFEP,0.703,0.858,9,-8.195,0,0.0583,0.00937,0.0,0.409,0.816,137.999,audio_features,https://api.spotify.com/v1/audio-analysis/5zxDXyjuvm6EHOvypeZFEP,181186,4
Laura Voutilainen,79Ra1Yy8TeIW3kdu2JSZLt,Addicted to You,14,spotify:track:79Ra1Yy8TeIW3kdu2JSZLt,0.792,0.68,2,-8.383,0,0.0503,0.396,0.0,0.2,0.922,126.092,audio_features,https://api.spotify.com/v1/audio-analysis/79Ra1Yy8TeIW3kdu2JSZLt,187066,4
Edea,5twxOqAWxbJRPXxZreRgli,Aava,12,spotify:track:5twxOqAWxbJRPXxZreRgli,0.496,0.524,0,-8.498,1,0.0255,0.311,0.138,0.09,0.359,105.068,audio_features,https://api.spotify.com/v1/audio-analysis/5twxOqAWxbJRPXxZreRgli,181640,4
Jasmine,5s1mnyZYPHcxtZVwUQatsh,Niin kaunis on taivas,20,spotify:track:5s1mnyZYPHcxtZVwUQatsh,0.635,0.623,8,-9.319,0,0.0386,0.347,0.0,0.0797,0.89,180.874,audio_features,https://api.spotify.com/v1/audio-analysis/5s1mnyZYPHcxtZVwUQatsh,179627,4
Catcat,1pLlXTbpbnSSbw7Mmn4CnU,Bye Bye Baby (Original),29,spotify:track:1pLlXTbpbnSSbw7Mmn4CnU,0.62,0.876,11,-4.028,0,0.0484,0.0252,0.0,0.32,0.567,130.027,audio_features,https://api.spotify.com/v1/audio-analysis/1pLlXTbpbnSSbw7Mmn4CnU,178347,4
Katri Helena,4XWDwUC9rNLK8BA4uG5uz4,Tule luo,2,spotify:track:4XWDwUC9rNLK8BA4uG5uz4,0.606,0.46,7,-10.141,0,0.0334,0.467,0.0,0.0901,0.276,87.98,audio_features,https://api.spotify.com/v1/audio-analysis/4XWDwUC9rNLK8BA4uG5uz4,170800,4
Kaija Kärkinen,2I9FhPxa89FxcYRiztPNQc,Hullu Yö,0,spotify:track:2I9FhPxa89FxcYRiztPNQc,0.562,0.62,9,-6.367,0,0.0284,0.32,0.0,0.0987,0.318,123.98,audio_features,https://api.spotify.com/v1/audio-analysis/2I9FhPxa89FxcYRiztPNQc,185240,4
Beat,4xfZRNZrW0fZP0AgIDdhWJ,Fri ?,12,spotify:track:4xfZRNZrW0fZP0AgIDdhWJ,0.74,0.675,7,-10.324,1,0.0435,0.546,0.0,0.338,0.957,103.718,audio_features,https://api.spotify.com/v1/audio-analysis/4xfZRNZrW0fZP0AgIDdhWJ,146560,4
