artists,id,name,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,analysis_url,duration_ms,time_signature
Anneli Saaristo,1oasHUAT1Bsd2BzCat6LfR,La Dolce Vita,16,spotify:track:1oasHUAT1Bsd2BzCat6LfR,0.653,0.612,7,-11.381,0,0.0455,0.765,0.0,0.113,0.745,102.682,audio_features,https://api.spotify.com/v1/audio-analysis/1oasHUAT1Bsd2BzCat6LfR,167333,4
Boulevard,0kzzEdjYnsekjMjCjqNlBF,Nauravat silmät muistetaan,11,spotify:track:0kzzEdjYnsekjMjCjqNlBF,0.399,0.641,0,-8.798,1,0.0474,0.18,0.0,0.134,0.875,104.798,audio_features,https://api.spotify.com/v1/audio-analysis/0kzzEdjYnsekjMjCjqNlBF,173226,3
Virve Rosti,3kqRiJv2HVJX8SA9lKCw0l,Sata salamaa,3,spotify:track:3kqRiJv2HVJX8SA9lKCw0l,0.644,0.794,7,-7.804,1,0.0504,0.269,9.09e-06,0.305,0.774,134.019,audio_features,https://api.spotify.com/v1/audio-analysis/3kqRiJv2HVJX8SA9lKCw0l,184067,4
Kari Kuivalainen,3yKiN4Jfg7kqvMK355Mtl3,Päivä kahden ihmisen,10,spotify:track:3yKiN4Jfg7kqvMK355Mtl3,0.358,0.347,2,-9.806,1,0.0282,0.809,0.00413,0.288,0.263,137.943,audio_features,https://api.spotify.com/v1/audio-analysis/3yKiN4Jfg7kqvMK355Mtl3,186786,4
Sonja Lumme,23rmSHMjt1L9JpnCoLOBj7,Eläköön Elämä,36,spotify:track:23rmSHMjt1L9JpnCoLOBj7,0.75,0.708,2,-9.071,0,0.0465,0.442,2.49e-05,0.324,0.858,138.382,audio_features,https://api.spotify.com/v1/audio-analysis/23rmSHMjt1L9JpnCoLOBj7,169373,4
Kirka,1yd8Y1K3dtaeq4T6y87Lun,Hengaillaan,45,spotify:track:1yd8Y1K3dtaeq4T6y87Lun,0.727,0.691,6,-10.991,1,0.0335,0.152,3.37e-06,0.364,0.963,125.731,audio_features,https://api.spotify.com/v1/audio-analysis/1yd8Y1K3dtaeq4T6y87Lun,160267,4
Ami Aspelund,0LlNVRG3DsJNHBKZHuJ4tC,Fantasiaa,26,spotify:track:0LlNVRG3DsJNHBKZHuJ4tC,0.811,0.671,0,-11.3,0,0.0587,0.23,0.0,0.121,0.878,131.496,audio_features,https://api.spotify.com/v1/audio-analysis/0LlNVRG3DsJNHBKZHuJ4tC,167866,4
Kojo,4uZy992Iz8wOL1ezw2SaeE,Nuku pommiin,13,spotify:track:4uZy992Iz8wOL1ezw2SaeE,0.412,0.828,2,-9.34,1,0.118,0.144,0.0,0.313,0.575,153.095,audio_features,https://api.spotify.com/v1/audio-analysis/4uZy992Iz8wOL1ezw2SaeE,188333,4
Riki Sorsa,1imEEZtoDgs1m6eV8HXpn7,Reggae O.K.,19,spotify:track:1imEEZtoDgs1m6eV8HXpn7,0.713,0.875,7,-3.134,1,0.0746,0.0174,7.38e-06,0.538,0.949,129.991,audio_features,https://api.spotify.com/v1/audio-analysis/1imEEZtoDgs1m6eV8HXpn7,165107,4
Vesa-Matti Loiri,1vn2Z9gR5oeCi8zkOcX2uu,Huilumies,2,spotify:track:1vn2Z9gR5oeCi8zkOcX2uu,0.563,0.676,1,-11.677,1,0.304,0.325,0.0,0.203,0.818,161.436,audio_features,https://api.spotify.com/v1/audio-analysis/1vn2Z9gR5oeCi8zkOcX2uu,182506,4
Katri Helena,0z1iLN8lfdST4QehE4C4dD,Katson sineen taivaan,0,spotify:track:0z1iLN8lfdST4QehE4C4dD,0.678,0.416,9,-9.915,1,0.0533,0.522,0.0,0.12,0.525,125.282,audio_features,https://api.spotify.com/v1/audio-analysis/0z1iLN8lfdST4QehE4C4dD,175693,4
Seija Simola,3Nwl6LId5B91SBnVD1T6wL,Anna rakkaudelle tilaisuus,9,spotify:track:3Nwl6LId5B91SBnVD1T6wL,0.52,0.304,7,-9.028,1,0.0362,0.848,0.0,0.0884,0.385,80.338,audio_features,https://api.spotify.com/v1/audio-analysis/3Nwl6LId5B91SBnVD1T6wL,158267,4
Monica Aspelund,5jpIeF3LgxACAOn0gUh3cy,Lapponia,1,spotify:track:5jpIeF3LgxACAOn0gUh3cy,0.642,0.436,0,-11.192,1,0.0333,0.834,3.39e-06,0.162,0.775,103.497,audio_features,https://api.spotify.com/v1/audio-analysis/5jpIeF3LgxACAOn0gUh3cy,167000,4
Fredi,7KW29jHlRMxYaheoH5MM92,Pump pump,1,spotify:track:7KW29jHlRMxYaheoH5MM92,0.68,0.699,7,-10.84,1,0.0366,0.238,0.0,0.0721,0.843,134.573,audio_features,https://api.spotify.com/v1/audio-analysis/7KW29jHlRMxYaheoH5MM92,180800,4
Carita Holmström,5yQX4CEyLvwVnNJg24pn7o,Älä Mene Pois,6,spotify:track:5yQX4CEyLvwVnNJg24pn7o,0.531,0.532,0,-7.502,1,0.0284,0.135,0.00108,0.23,0.386,121.568,audio_features,https://api.spotify.com/v1/audio-analysis/5yQX4CEyLvwVnNJg24pn7o,172107,4
Marion,0hVWa9kbFm0PZnUbnjWie2,Tom Tom Tom - 2012 Remaster,17,spotify:track:0hVWa9kbFm0PZnUbnjWie2,0.519,0.457,1,-8.139,1,0.0289,0.348,0.0,0.0339,0.892,131.22,audio_features,https://api.spotify.com/v1/audio-analysis/0hVWa9kbFm0PZnUbnjWie2,181749,4
Päivi Paunu,2YzGlMGMPWOD7ZasSclEeh,Muistathan,3,spotify:track:2YzGlMGMPWOD7ZasSclEeh,0.382,0.563,9,-8.56,0,0.0387,0.59,0.0,0.321,0.825,112.668,audio_features,https://api.spotify.com/v1/audio-analysis/2YzGlMGMPWOD7ZasSclEeh,180360,4
Markku Aro,2Fw1FCcfrNIBZhQJVebhpt,Tie uuteen päivään,0,spotify:track:2Fw1FCcfrNIBZhQJVebhpt,0.432,0.508,8,-8.015,1,0.0309,0.729,0.0,0.0747,0.659,89.067,audio_features,https://api.spotify.com/v1/audio-analysis/2Fw1FCcfrNIBZhQJVebhpt,202600,4
Jarkko ja Laura,75ubV4TZ8n0GcTwfk9QDir,Kuin silloin ennen,2,spotify:track:75ubV4TZ8n0GcTwfk9QDir,0.691,0.28,0,-12.199,0,0.0453,0.549,0.0,0.235,0.621,86.037,audio_features,https://api.spotify.com/v1/audio-analysis/75ubV4TZ8n0GcTwfk9QDir,155933,4
Kristina Hautala,2KI9w9GLsjAogCCRYxlCOq,Kun kello käy,8,spotify:track:2KI9w9GLsjAogCCRYxlCOq,0.611,0.456,7,-11.323,0,0.0864,0.592,0.0,0.136,0.42,78.168,audio_features,https://api.spotify.com/v1/audio-analysis/2KI9w9GLsjAogCCRYxlCOq,174027,4
Fredi,6k5WxKcMcqqjLBbeQxuPda,Varjoon - suojaan,3,spotify:track:6k5WxKcMcqqjLBbeQxuPda,0.518,0.42,10,-8.914,1,0.0348,0.813,1.28e-05,0.402,0.434,112.745,audio_features,https://api.spotify.com/v1/audio-analysis/6k5WxKcMcqqjLBbeQxuPda,146707,4
Ann Christine,54mp4tmF3nXH7Jeemy9Pqy,Playboy,18,spotify:track:54mp4tmF3nXH7Jeemy9Pqy,0.61,0.594,6,-5.725,0,0.0615,0.712,0.0,0.0605,0.606,127.383,audio_features,https://api.spotify.com/v1/audio-analysis/54mp4tmF3nXH7Jeemy9Pqy,124107,4
Viktor Klimenko,02uvgtbsLjvJgtoMifFnBo,Aurinko laskee länteen,2,spotify:track:02uvgtbsLjvJgtoMifFnBo,0.268,0.366,0,-9.846,0,0.032,0.769,0.0,0.551,0.291,112.9,audio_features,https://api.spotify.com/v1/audio-analysis/02uvgtbsLjvJgtoMifFnBo,190000,3
Lasse Mårtenson,26ACOyaiNueF0t2p3VxMrs,Laiskotellen,4,spotify:track:26ACOyaiNueF0t2p3VxMrs,0.549,0.144,7,-18.44,1,0.0364,0.815,3.43e-05,0.11,0.249,76.059,audio_features,https://api.spotify.com/v1/audio-analysis/26ACOyaiNueF0t2p3VxMrs,189533,4
Laila Halme,78rpAkIUKESGIecpAQI26p,Muistojeni laulu,0,spotify:track:78rpAkIUKESGIecpAQI26p,0.299,0.253,9,-11.984,1,0.034,0.95,0.0459,0.117,0.267,113.771,audio_features,https://api.spotify.com/v1/audio-analysis/78rpAkIUKESGIecpAQI26p,170000,3
Marion Rung,5VtaSzYEoPXJ28Qpt4ftXv,Tipi-tii,20,spotify:track:5VtaSzYEoPXJ28Qpt4ftXv,0.511,0.403,9,-8.434,0,0.0366,0.871,3.74e-06,0.107,0.634,82.623,audio_features,https://api.spotify.com/v1/audio-analysis/5VtaSzYEoPXJ28Qpt4ftXv,132400,4
Laila Kinnunen,3CQTCH8TFec0DufGiIuRsV,Valoa ikkunassa,9,spotify:track:3CQTCH8TFec0DufGiIuRsV,0.347,0.272,10,-10.265,0,0.0318,0.972,0.000262,0.104,0.414,100.858,audio_features,https://api.spotify.com/v1/audio-analysis/3CQTCH8TFec0DufGiIuRsV,153933,4
Barbara Pravi,1uAOCTevGnyKIDbgZdOCnE,Voilà,81,spotify:track:1uAOCTevGnyKIDbgZdOCnE,0.447,0.337,2,-8.665,0,0.0631,0.773,0.0,0.298,0.603,135.379,audio_features,https://api.spotify.com/v1/audio-analysis/1uAOCTevGnyKIDbgZdOCnE,176816,4
Tom Leeb,4Jn63SJwKLr55PdUXlD205,The Best in Me - Eurovision France 2020,37,spotify:track:4Jn63SJwKLr55PdUXlD205,0.312,0.496,1,-6.346,1,0.0371,0.425,0.0,0.109,0.202,135.989,audio_features,https://api.spotify.com/v1/audio-analysis/4Jn63SJwKLr55PdUXlD205,180387,4
Bilal Hassani,31fZkC34zBdY5GRB2gRcBs,Roi,28,spotify:track:31fZkC34zBdY5GRB2gRcBs,0.54,0.682,6,-6.749,0,0.0414,0.208,0.0,0.0964,0.528,140.119,audio_features,https://api.spotify.com/v1/audio-analysis/31fZkC34zBdY5GRB2gRcBs,177251,4
Madame Monsieur,29eZ3b1mfZIwOMQMdRFNZ0,Mercy,40,spotify:track:29eZ3b1mfZIwOMQMdRFNZ0,0.654,0.54,4,-7.004,0,0.0477,0.0688,0.000104,0.579,0.169,97.004,audio_features,https://api.spotify.com/v1/audio-analysis/29eZ3b1mfZIwOMQMdRFNZ0,239267,4
Alma,4Lhk5r1sm6MwH08JkwDZ0O,Requiem - Eurovision Version,39,spotify:track:4Lhk5r1sm6MwH08JkwDZ0O,0.548,0.783,11,-5.118,0,0.143,0.138,0.0,0.14,0.461,108.26,audio_features,https://api.spotify.com/v1/audio-analysis/4Lhk5r1sm6MwH08JkwDZ0O,180538,4
Amir,1QJFNfsVQA7VfUJFKgQJzI,J'ai cherché,44,spotify:track:1QJFNfsVQA7VfUJFKgQJzI,0.567,0.875,1,-4.818,1,0.0444,0.0263,0.0,0.17,0.489,120.058,audio_features,https://api.spotify.com/v1/audio-analysis/1QJFNfsVQA7VfUJFKgQJzI,212280,4
Lisa Angell,1WwIqLv8716t8vNb44mp1R,N'oubliez pas,0,spotify:track:1WwIqLv8716t8vNb44mp1R,0.534,0.494,9,-5.858,0,0.0287,0.746,0.0,0.136,0.233,126.164,audio_features,https://api.spotify.com/v1/audio-analysis/1WwIqLv8716t8vNb44mp1R,180653,4
Twin Twin,3XiEknHgHpwCuk3CuA2RIV,Moustache,28,spotify:track:3XiEknHgHpwCuk3CuA2RIV,0.656,0.894,3,-5.277,0,0.0439,0.00427,3.19e-05,0.0881,0.787,128.0,audio_features,https://api.spotify.com/v1/audio-analysis/3XiEknHgHpwCuk3CuA2RIV,169181,4
Amandine Bourgeois,66NwER5WGfTuRJPdRZPujt,L'enfer et moi,25,spotify:track:66NwER5WGfTuRJPdRZPujt,0.551,0.615,1,-4.921,0,0.0344,0.00762,1.01e-06,0.328,0.344,179.953,audio_features,https://api.spotify.com/v1/audio-analysis/66NwER5WGfTuRJPdRZPujt,178853,4
Anggun,6fOHMFOLJ5G0EiSVliPhJf,Echo (You and I),0,spotify:track:6fOHMFOLJ5G0EiSVliPhJf,0.58,0.786,10,-4.864,1,0.0332,0.00434,0.0,0.105,0.7,136.95,audio_features,https://api.spotify.com/v1/audio-analysis/6fOHMFOLJ5G0EiSVliPhJf,183520,4
Amaury Vassili,1eGfYqCI1IDqErWMnlDJiu,Sognu,18,spotify:track:1eGfYqCI1IDqErWMnlDJiu,0.305,0.747,10,-3.739,0,0.0456,0.788,0.0884,0.118,0.274,127.773,audio_features,https://api.spotify.com/v1/audio-analysis/1eGfYqCI1IDqErWMnlDJiu,175547,4
Jessy Matador,1xSl7uE9De7aLDEGXahCJB,Allez Ola Olé,54,spotify:track:1xSl7uE9De7aLDEGXahCJB,0.642,0.934,11,-4.706,1,0.06,0.00208,1.08e-06,0.0612,0.721,129.024,audio_features,https://api.spotify.com/v1/audio-analysis/1xSl7uE9De7aLDEGXahCJB,172746,4
Patricia Kaas,1ek6uvfKjBGQYM7LVi7OTp,Et S'il Fallait Le Faire - Version edit Eurovision,23,spotify:track:1ek6uvfKjBGQYM7LVi7OTp,0.322,0.536,7,-6.358,0,0.0486,0.67,0.0,0.438,0.205,185.923,audio_features,https://api.spotify.com/v1/audio-analysis/1ek6uvfKjBGQYM7LVi7OTp,180634,3
Sébastien Tellier,2WVex8KzBHtBR7MmjtE64d,Divine Vision,13,spotify:track:2WVex8KzBHtBR7MmjtE64d,0.685,0.816,10,-5.416,1,0.0475,0.196,0.00267,0.11,0.53,141.952,audio_features,https://api.spotify.com/v1/audio-analysis/2WVex8KzBHtBR7MmjtE64d,173520,4
Les Fatals Picards,6XGmPf0kuUwakHNnLB30mH,L'Amour à la française,41,spotify:track:6XGmPf0kuUwakHNnLB30mH,0.519,0.891,0,-5.941,1,0.105,0.081,0.0,0.483,0.844,167.084,audio_features,https://api.spotify.com/v1/audio-analysis/6XGmPf0kuUwakHNnLB30mH,162693,4
Virginie Pouchain,5hFjwk9qw4eiWktk8QUc4n,Il était Temps,19,spotify:track:5hFjwk9qw4eiWktk8QUc4n,0.615,0.546,0,-5.346,0,0.0298,0.4,0.0,0.0872,0.34,99.941,audio_features,https://api.spotify.com/v1/audio-analysis/5hFjwk9qw4eiWktk8QUc4n,182414,4
Sandrine Francois,28DzBSQCxapGNn6bDqrgms,Il Faut Du Temps,25,spotify:track:28DzBSQCxapGNn6bDqrgms,0.518,0.525,7,-6.849,1,0.0362,0.624,2.57e-05,0.0439,0.411,132.111,audio_features,https://api.spotify.com/v1/audio-analysis/28DzBSQCxapGNn6bDqrgms,237000,4
Natasha St-Pier,10p0nLnAzyyVr4YWxaSerl,Je n'ai que mon âme,35,spotify:track:10p0nLnAzyyVr4YWxaSerl,0.358,0.471,0,-7.411,1,0.0275,0.655,0.0,0.173,0.162,94.92,audio_features,https://api.spotify.com/v1/audio-analysis/10p0nLnAzyyVr4YWxaSerl,169973,3
Nayah,6Pj2g4QOtfm7ET6NN4tmLg,Je veux donner ma voix - Eurovision 1999 France,19,spotify:track:6Pj2g4QOtfm7ET6NN4tmLg,0.459,0.567,0,-6.386,1,0.0408,0.0531,6.98e-06,0.106,0.252,169.842,audio_features,https://api.spotify.com/v1/audio-analysis/6Pj2g4QOtfm7ET6NN4tmLg,184987,4
Dan Ar Braz,41Jk37ReRzOzR8KwaODmEX,Diwanit bugale,15,spotify:track:41Jk37ReRzOzR8KwaODmEX,0.393,0.438,7,-6.761,1,0.026,0.0575,0.0,0.104,0.122,91.93,audio_features,https://api.spotify.com/v1/audio-analysis/41Jk37ReRzOzR8KwaODmEX,258373,4
Kali,7yUmWJiOOkt58GKDaAZh6T,Monté la rivie,17,spotify:track:7yUmWJiOOkt58GKDaAZh6T,0.728,0.489,9,-12.772,0,0.205,0.742,0.000313,0.346,0.758,168.101,audio_features,https://api.spotify.com/v1/audio-analysis/7yUmWJiOOkt58GKDaAZh6T,200507,4
Amina,17NDMEcgy7MthcvQfSjDUj,Le dernier qui a parlé,0,spotify:track:17NDMEcgy7MthcvQfSjDUj,0.528,0.422,5,-12.012,1,0.0411,0.64,4.51e-05,0.134,0.338,91.091,audio_features,https://api.spotify.com/v1/audio-analysis/17NDMEcgy7MthcvQfSjDUj,197400,4
Joëlle Ursull,3HCLipExKH6CBcA2RCHk3G,White and Black Blues,22,spotify:track:3HCLipExKH6CBcA2RCHk3G,0.523,0.962,4,-5.616,1,0.078,0.401,0.00521,0.323,0.696,195.074,audio_features,https://api.spotify.com/v1/audio-analysis/3HCLipExKH6CBcA2RCHk3G,182120,3
Gerard Lenorman,39T21TxsHvmRGotQhg4Blb,Chanteur de charme,0,spotify:track:39T21TxsHvmRGotQhg4Blb,0.636,0.789,2,-9.117,1,0.0339,0.305,0.0,0.348,0.704,120.888,audio_features,https://api.spotify.com/v1/audio-analysis/39T21TxsHvmRGotQhg4Blb,249560,4
Roger Bens,1wlczVgzFWQ1fVcnTOs5ub,Femme Dans Ses Reves Aussi,13,spotify:track:1wlczVgzFWQ1fVcnTOs5ub,0.393,0.878,5,-5.367,0,0.251,0.668,6.6e-06,0.97,0.782,157.486,audio_features,https://api.spotify.com/v1/audio-analysis/1wlczVgzFWQ1fVcnTOs5ub,184993,4
Guy Bonnet,6G6Lj4fbS9obWHNdVAVNK8,Vivre - Eurovision 1983,16,spotify:track:6G6Lj4fbS9obWHNdVAVNK8,0.291,0.226,6,-12.355,1,0.0315,0.769,0.0,0.0773,0.28,91.268,audio_features,https://api.spotify.com/v1/audio-analysis/6G6Lj4fbS9obWHNdVAVNK8,174601,3
Anne-Marie David,0DmO7vmzpWybDWJ51mIPFZ,Je suis l'enfant soleil,0,spotify:track:0DmO7vmzpWybDWJ51mIPFZ,0.337,0.723,10,-4.257,0,0.037,0.83,0.0,0.699,0.289,145.468,audio_features,https://api.spotify.com/v1/audio-analysis/0DmO7vmzpWybDWJ51mIPFZ,189813,4
Marie Myriam,5Yv3QyH7waV0k2L95L5t4T,L'oiseau et l'enfant,0,spotify:track:5Yv3QyH7waV0k2L95L5t4T,0.644,0.485,0,-9.804,0,0.068,0.715,0.0,0.475,0.568,121.303,audio_features,https://api.spotify.com/v1/audio-analysis/5Yv3QyH7waV0k2L95L5t4T,185120,4
Catherine Ferry,2eRialGWnnIdzEos5ZynIZ,1 2 3,0,spotify:track:2eRialGWnnIdzEos5ZynIZ,0.646,0.874,9,-3.282,1,0.0314,0.272,1.77e-05,0.396,0.787,140.808,audio_features,https://api.spotify.com/v1/audio-analysis/2eRialGWnnIdzEos5ZynIZ,146707,4
Nicole Rieu,5eGnVU7C3mRbXMergmSz9Q,Et Bonjour A Toi l'Artiste,16,spotify:track:5eGnVU7C3mRbXMergmSz9Q,0.498,0.231,2,-16.628,1,0.0325,0.812,0.000201,0.0705,0.346,134.092,audio_features,https://api.spotify.com/v1/audio-analysis/5eGnVU7C3mRbXMergmSz9Q,222493,4
Betty Mars,0muoMzCAxmXvji3PYzgEIb,Comé-comédie - Eurovision France 1972,11,spotify:track:0muoMzCAxmXvji3PYzgEIb,0.266,0.639,5,-3.54,1,0.0321,0.195,3.47e-05,0.444,0.193,120.629,audio_features,https://api.spotify.com/v1/audio-analysis/0muoMzCAxmXvji3PYzgEIb,179627,3
Serge Lama,5MgSPPY11E8D0NFsKmgRB5,Un jardin sur la Terre,0,spotify:track:5MgSPPY11E8D0NFsKmgRB5,0.383,0.614,0,-7.378,1,0.0341,0.238,2.66e-05,0.116,0.37,124.214,audio_features,https://api.spotify.com/v1/audio-analysis/5MgSPPY11E8D0NFsKmgRB5,189133,3
Frida Boccara,2IGFcp6nPLV6iZxhah0VhO,"Un jour, un enfant",33,spotify:track:2IGFcp6nPLV6iZxhah0VhO,0.138,0.304,8,-10.51,1,0.0364,0.847,4.37e-05,0.11,0.0872,169.52,audio_features,https://api.spotify.com/v1/audio-analysis/2IGFcp6nPLV6iZxhah0VhO,161307,4
Isabelle Aubret,67fSydtPAw4ILzqie4tD54,La source,24,spotify:track:67fSydtPAw4ILzqie4tD54,0.465,0.304,6,-12.672,1,0.0332,0.759,4.59e-05,0.137,0.478,101.5,audio_features,https://api.spotify.com/v1/audio-analysis/67fSydtPAw4ILzqie4tD54,188467,4
Guy Mardel,1vPCbI7QPZtU6T42uaeP8w,N'avoue Jamais,31,spotify:track:1vPCbI7QPZtU6T42uaeP8w,0.584,0.42,7,-10.513,0,0.0332,0.576,0.0,0.323,0.603,113.365,audio_features,https://api.spotify.com/v1/audio-analysis/1vPCbI7QPZtU6T42uaeP8w,172840,3
Rachel,5ATFYzJdCMISJUUVRDUHMA,Le chant de Mallory,9,spotify:track:5ATFYzJdCMISJUUVRDUHMA,0.286,0.432,11,-6.07,1,0.0403,0.933,0.0,0.182,0.431,76.477,audio_features,https://api.spotify.com/v1/audio-analysis/5ATFYzJdCMISJUUVRDUHMA,142552,4
Alain Barrière,1Z7sWsz7rbIdkga7Df2Ks0,Elle était si jolie,33,spotify:track:1Z7sWsz7rbIdkga7Df2Ks0,0.515,0.635,3,-6.845,1,0.0261,0.228,0.000138,0.132,0.273,102.244,audio_features,https://api.spotify.com/v1/audio-analysis/1Z7sWsz7rbIdkga7Df2Ks0,176920,4
Isabelle Aubret,63CyM82WmgIkfiXDF5MBeX,Un premier amour,0,spotify:track:63CyM82WmgIkfiXDF5MBeX,0.381,0.304,2,-11.252,0,0.0338,0.848,3.67e-06,0.0998,0.468,95.911,audio_features,https://api.spotify.com/v1/audio-analysis/63CyM82WmgIkfiXDF5MBeX,155467,4
Jean-Paul Mauric,357aAg9oreohC4Nr8T0Wrb,Printemps Avril Carillonne,1,spotify:track:357aAg9oreohC4Nr8T0Wrb,0.655,0.319,4,-18.276,1,0.264,0.806,0.0,0.955,0.708,93.867,audio_features,https://api.spotify.com/v1/audio-analysis/357aAg9oreohC4Nr8T0Wrb,220710,4
Jacqueline Boyer,7v05PXGh3Sxqtpm8UR6sfu,Tom pillibi,0,spotify:track:7v05PXGh3Sxqtpm8UR6sfu,0.428,0.378,9,-7.914,1,0.0341,0.871,0.0,0.32,0.508,137.572,audio_features,https://api.spotify.com/v1/audio-analysis/7v05PXGh3Sxqtpm8UR6sfu,183733,4
Jean Philippe,4tSo7D6BCswt1AMBI1m2eC,"Oui, oui, oui, oui",0,spotify:track:4tSo7D6BCswt1AMBI1m2eC,0.484,0.243,9,-13.75,1,0.0453,0.826,0.0,0.167,0.616,119.457,audio_features,https://api.spotify.com/v1/audio-analysis/4tSo7D6BCswt1AMBI1m2eC,138573,3
André Claveau,3XO7wOCVLOqvL7GaI37TE4,"Dors, mon amour",1,spotify:track:3XO7wOCVLOqvL7GaI37TE4,0.223,0.286,8,-14.046,1,0.0398,0.852,5.65e-06,0.167,0.19,169.999,audio_features,https://api.spotify.com/v1/audio-analysis/3XO7wOCVLOqvL7GaI37TE4,192238,3
Paule Desjardins,1pMDLjdoyAOfucSkDWSVJQ,La belle amour,5,spotify:track:1pMDLjdoyAOfucSkDWSVJQ,0.242,0.142,10,-18.362,1,0.0433,0.953,0.0,0.347,0.396,68.434,audio_features,https://api.spotify.com/v1/audio-analysis/1pMDLjdoyAOfucSkDWSVJQ,188459,4
Tornike Kipiani,3OUWYnsRv8pDmoCyEq2SFo,You,60,spotify:track:3OUWYnsRv8pDmoCyEq2SFo,0.497,0.367,0,-7.782,1,0.0245,0.238,0.0432,0.189,0.12,133.871,audio_features,https://api.spotify.com/v1/audio-analysis/3OUWYnsRv8pDmoCyEq2SFo,183640,3
Tornike Kipiani,3sXZrgz3ibbszEjYe8Ovqd,Take Me As I Am,38,spotify:track:3sXZrgz3ibbszEjYe8Ovqd,0.485,0.703,2,-6.981,0,0.0385,0.0254,3.94e-06,0.0394,0.0946,118.006,audio_features,https://api.spotify.com/v1/audio-analysis/3sXZrgz3ibbszEjYe8Ovqd,177222,4
Oto Nemsadze,2vs3g4jUwlyhOv12wAtu2L,Keep On Going,31,spotify:track:2vs3g4jUwlyhOv12wAtu2L,0.319,0.698,11,-5.453,0,0.0395,0.488,1.26e-06,0.263,0.304,120.002,audio_features,https://api.spotify.com/v1/audio-analysis/2vs3g4jUwlyhOv12wAtu2L,184878,4
Ethno - Jazz Band Iriao,6qE0K1nD4YlXup3KCcP9Qw,For You,24,spotify:track:6qE0K1nD4YlXup3KCcP9Qw,0.274,0.557,9,-6.487,0,0.0434,0.55,0.0,0.212,0.214,121.249,audio_features,https://api.spotify.com/v1/audio-analysis/6qE0K1nD4YlXup3KCcP9Qw,182274,4
Tamara Gachechiladze,1VlyOHFito6ioGEA26PZ3f,Keep The Faith,0,spotify:track:1VlyOHFito6ioGEA26PZ3f,0.286,0.678,7,-5.635,0,0.0554,0.159,0.0,0.0933,0.158,131.8,audio_features,https://api.spotify.com/v1/audio-analysis/1VlyOHFito6ioGEA26PZ3f,178434,4
Nika Kocharov And Young Georgian Lolitaz,7ispaqlWe8OZ3h0Z2OY7bP,Midnight Gold - Eurovision 2016 - Georgia,0,spotify:track:7ispaqlWe8OZ3h0Z2OY7bP,0.583,0.925,4,-3.694,0,0.0763,0.00291,0.00237,0.116,0.471,126.98,audio_features,https://api.spotify.com/v1/audio-analysis/7ispaqlWe8OZ3h0Z2OY7bP,176195,4
Nina Sublatti,7yU7FlMnnLHEnOVxMmQLCQ,Warrior - Eurovision 2015 - Georgia,39,spotify:track:7yU7FlMnnLHEnOVxMmQLCQ,0.461,0.911,5,-4.108,0,0.0998,0.00803,2.23e-05,0.215,0.386,141.082,audio_features,https://api.spotify.com/v1/audio-analysis/7yU7FlMnnLHEnOVxMmQLCQ,182126,4
The Shin and Mariko,1eVJ6Mke1dKBGxFXELqM6Y,Three Minutes To Earth - Eurovision 2014 - Georgia,0,spotify:track:1eVJ6Mke1dKBGxFXELqM6Y,0.563,0.731,9,-6.438,1,0.0512,0.194,0.0,0.379,0.574,76.088,audio_features,https://api.spotify.com/v1/audio-analysis/1eVJ6Mke1dKBGxFXELqM6Y,180427,4
Nodi Tatishvili,7IJrsaXy9L1WaYzrUK9QcX,Waterfall - Eurovision 2013 - Georgia,0,spotify:track:7IJrsaXy9L1WaYzrUK9QcX,0.375,0.672,2,-5.56,1,0.0299,0.029,0.0,0.39,0.238,79.881,audio_features,https://api.spotify.com/v1/audio-analysis/7IJrsaXy9L1WaYzrUK9QcX,187667,4
Eldrine,1pWm08q3oWv09VmRfLeGbV,One More Day,27,spotify:track:1pWm08q3oWv09VmRfLeGbV,0.629,0.862,8,-5.142,0,0.0403,0.00289,4.96e-05,0.251,0.396,115.998,audio_features,https://api.spotify.com/v1/audio-analysis/1pWm08q3oWv09VmRfLeGbV,245449,4
Sofia Nizharadze,4X2DjLtq0XEj4ukogWZCAv,Shine,25,spotify:track:4X2DjLtq0XEj4ukogWZCAv,0.455,0.493,2,-6.698,1,0.0303,0.165,0.0,0.313,0.173,125.816,audio_features,https://api.spotify.com/v1/audio-analysis/4X2DjLtq0XEj4ukogWZCAv,245828,4
Jendrik,2wmO5hhuw4Au0IwSUGLqLh,I Don't Feel Hate,69,spotify:track:2wmO5hhuw4Au0IwSUGLqLh,0.827,0.837,5,-5.322,0,0.214,0.19,9.72e-06,0.0346,0.752,113.889,audio_features,https://api.spotify.com/v1/audio-analysis/2wmO5hhuw4Au0IwSUGLqLh,176997,4
Ben Dolic,5fzQRty32iF5EmMWlrwZOm,Violent Thing - Stage Version,20,spotify:track:5fzQRty32iF5EmMWlrwZOm,0.706,0.85,1,-6.506,0,0.0565,0.226,2.65e-06,0.118,0.506,120.009,audio_features,https://api.spotify.com/v1/audio-analysis/5fzQRty32iF5EmMWlrwZOm,183659,4
